date,AAPL,MSFT,JNJ,UNH,JPM,GS,XOM,CVX,AMZN,HD,PG,CAT,HON,NEE,META,TLT,GLD,UUP
2017-01-18,27.6293095579,56.0943484103,88.9671464473,135.6916835432,65.6526059908,192.9020101702,57.2206876598,78.1685411211,40.374,108.822284626,66.6355093006,76.5601612663,88.1587118873,23.7735709732,126.9336351724,93.5570534997,114.87,21.8537581257
2017-01-19,27.5809542365,55.9148464954,88.5793210486,136.5174982776,65.1520381109,190.5307702995,56.1927314026,77.9258235533,40.452,108.2068824582,66.4550528407,76.6011771033,88.0467026819,23.6250232916,126.5664881664,92.9153515378,114.77,21.8203425934
2017-01-20,27.6316121922,56.3097507082,88.5405385088,136.4830893303,65.4414289164,191.1812145696,56.9620406015,77.9393078626,40.4165,108.3747194131,68.6126844265,77.5855571903,87.9794971587,23.6210620201,126.0604206716,92.7297991633,115.05,21.7451576458
2017-01-23,27.650033267,56.5072028146,88.3543823174,136.8357810398,65.4727144089,191.5681877429,56.351898823,77.7977226148,40.894,110.3488016915,68.2282337076,77.4871191816,87.6733386641,23.5259915038,127.93584727,93.6575610359,115.79,21.6282032827
2017-01-24,27.6247042892,57.0098081763,86.6867331033,138.0056852468,66.2626730943,192.399768392,56.4314825333,78.4584537714,41.122,110.3408094555,68.9343676811,78.9472829773,88.0840390837,23.5319334111,128.3724545205,93.015859074,115.27,21.6365571658
2017-01-25,28.0645074499,57.1534097083,87.4934099325,138.7024664289,67.2872729734,195.339117815,56.5972819296,79.0450212268,41.826,109.8772597707,68.3851523683,80.5140879491,88.0243008409,23.5735267619,130.4661847442,91.8484253844,114.32,21.5613722181
2017-01-26,28.078323256,57.6829403573,86.7487851671,140.0014041882,67.8504118382,197.2575167381,56.7697133018,78.5798125553,41.9575,110.6604988933,67.9457801182,79.7511933817,88.0915063641,23.5200495965,131.7561607114,92.1576793419,113.26,21.7033882304
2017-01-27,28.0806258903,59.0381798149,87.9432873949,140.2078578718,67.9911965544,195.0921136618,56.7100255191,76.7189778693,41.7885,110.556599826,68.0399313146,81.20315401,88.4275339801,24.0389761645,131.160787188,92.4901273462,113.49,21.7117421135
2017-01-30,28.0069415912,58.4547985914,87.7493746956,139.4336565583,67.2872729734,192.580904771,56.2789470887,75.3907734014,41.519,110.6684911293,68.0634691137,79.3984571838,88.9427763247,24.2528848261,129.9700401414,92.2117987845,113.97,21.6699726981
2017-01-31,27.9424678294,58.0239939956,87.8424527912,139.4422587952,66.1922807362,188.809974699,55.6356454309,75.0738921324,41.174,109.9571821302,68.7303734221,78.4714992686,88.3528611766,24.504425567,129.3151292657,92.8535007463,115.55,21.4945411535
2017-02-01,29.6464172479,57.0636587508,87.8269397753,139.966995241,66.4425646761,189.9214933883,55.0056077249,74.8379167193,41.6175,109.8452908269,68.51853323,78.020325062,88.1139082052,24.2865556339,132.2026908538,92.2807307185,115.2,21.5112489196
2017-02-02,29.5957592922,56.6956798252,88.0906610464,138.2895590617,66.1609952437,189.7074231222,55.3438384934,75.6537174331,41.9975,109.4536712656,68.8559083507,76.9211006316,88.1064409248,24.4529290374,129.8311196526,92.2419898575,115.84,21.5446644519
2017-02-03,29.7224041814,57.1534097083,88.1449566022,139.2444073484,68.1867308825,198.385502371,55.4035262761,76.5706504668,40.51,110.276871568,68.5813006943,76.5191454294,89.0025145676,24.601476719,129.9700401414,92.2032489966,116.13,21.5363105689
2017-02-06,30.0010229377,57.1175093253,87.9588004108,138.0745031413,67.8660545844,197.586855609,55.2509908314,76.1728633419,40.382,109.0860284122,68.5734547613,76.1828155663,89.1145237729,24.5321544676,131.0417124834,92.7611173939,117.7,21.553018335
2017-02-07,30.286549597,56.9290323146,88.0208524746,138.091707615,67.8269477188,197.2904506252,54.8928641354,75.100860751,40.625,109.2139041873,69.0520566767,76.5437549315,89.3982804264,24.6252443481,130.8234088582,93.4429565462,117.46,21.661618815
2017-02-08,30.4039839488,56.8482564529,87.9588004108,137.902458405,67.2325233615,195.7343244601,54.5347374393,75.2289616896,40.9855,110.1969492085,69.3031265339,76.2156282359,89.4057477068,25.0154295919,133.1652113832,94.7136567844,118.19,21.6365571658
2017-02-09,30.622734212,57.4944633466,88.486242953,138.0142874836,68.2023736287,198.8795106774,54.7756862056,75.6874282064,41.068,110.8603047919,69.5698882572,77.076960812,90.1002047799,24.6886246923,133.1056740309,93.6211645064,117.29,21.7200959965
2017-02-10,30.5533578318,57.4406127721,89.3859978778,138.2809568249,68.0459461663,199.8428268748,55.2308116531,76.2200584245,41.373,111.7714196897,69.0206729445,79.004705149,90.9888111424,24.8510368242,133.1552884912,93.5669273011,117.6,21.7451576458
2017-02-13,30.8239257145,58.0868196658,89.8824143881,139.3476341902,68.9454040754,202.7657093542,55.5520766748,76.7998837252,41.8265,111.7874041616,69.2874346678,80.8011988078,92.3105197654,24.9560105193,133.0163680024,93.2724967581,116.8,21.7952809442
2017-02-14,31.2239961736,58.3022219637,90.2547267708,140.3282891873,70.0482176856,205.3921868498,55.4316022917,76.5908769308,41.8195,112.9782473173,68.9343676811,80.4648689447,92.3105197654,24.9560105193,132.8179101613,92.598405778,116.93,21.8454042427
2017-02-15,31.3373109279,58.266104744,90.9062734405,141.326148658,70.8538191173,206.2814018013,55.6591650154,76.62491127,42.135,113.6416029008,71.4921418518,81.2277635122,92.803360269,24.8153853806,132.411071587,92.1722563079,117.45,21.8036348273
2017-02-16,31.2991539188,58.257075439,91.5888461421,140.7756055017,70.8068908785,205.3757199063,55.0835651848,75.3384132483,42.207,113.1221075644,71.2332260615,80.6043227904,92.7137529047,24.9936425986,132.8079872692,92.6758874999,118.08,21.6783265812
2017-02-17,31.385874394,58.3473684884,92.1938537639,135.5884567014,70.5722496848,206.149666253,54.7221420353,75.1001728739,42.2535,114.2889740123,71.4686040527,81.0883096665,93.0124441189,25.1263451943,132.5003776155,93.226007725,117.68,21.7869270611
2017-02-21,31.6125039026,58.2299875242,92.8143744018,138.1261165622,71.1823167884,207.2858853576,54.8091513121,76.0463275036,42.822,115.9034056732,71.923668169,80.4730721121,93.1244533243,25.4036342,132.6889125646,93.0632961091,117.75,21.887173658
2017-02-22,31.7073182889,58.1126065601,92.7057832901,138.1261165622,71.221423654,207.2611849423,54.1666212686,75.1342072131,42.7805,116.0872270999,71.7432117091,80.5551037861,93.8674477197,25.4392856436,135.0704066579,93.2182595528,117.91,21.8370503596
2017-02-23,31.5731906205,58.3473684884,94.3967020282,139.872370636,71.2761732659,206.8165774666,54.7355280779,75.5698467548,42.6095,115.6556463589,71.4999877848,78.3812644273,93.702293861,25.5838720538,134.3162668616,93.4971937514,118.94,21.7869270611
2017-02-24,31.6032537186,58.3473684884,95.8161429872,140.2680735295,70.6504634161,203.6549243057,54.2670165879,74.9572286493,42.262,116.6466836161,71.4372203205,78.3238422555,93.8599407262,26.133003317,134.3956499981,94.5354488242,119.7,21.8286964765
2017-02-27,31.6656924607,57.9952255959,95.5585097501,142.263792471,70.7286771473,205.2851517168,54.574895567,76.0667481071,42.432,116.1271882796,71.3116853919,79.9316630643,93.754842816,25.9154943554,135.3581705275,93.9775804269,119.12,21.8286964765
2017-02-28,31.6795677368,57.7694929726,95.4101754621,142.263792471,70.8772832366,204.7746764669,54.4276490987,76.5772631951,42.252,115.8154910778,71.4529121866,79.2918160077,93.4620700664,26.1409852972,134.4948789186,94.3262481752,119.23,21.8119887104
2017-03-01,32.3270806185,58.6363062463,96.6983416475,144.465965096,73.2080524271,208.6132729579,55.5654627174,77.5166109569,42.654,117.23011684,71.9158222359,80.8668241469,95.5264933008,25.8237015826,136.3603826251,92.7486250159,119.06,21.9623586057
2017-03-02,32.1351393,57.7965808874,96.5187790883,143.9240241765,72.0661319513,207.2511903321,55.7528673134,77.1626538293,42.4455,118.245130805,71.327377258,77.4050875077,94.8358498915,26.1290123269,135.7054717494,92.4148013886,117.58,22.0542513196
2017-03-03,32.3247680725,58.0132842058,96.6436921729,144.6896232532,72.5823425773,208.7618637898,55.1906535254,77.2919843182,42.494,118.1332395018,71.0056940034,78.0285282294,94.7457659686,26.101075396,136.1123103237,92.6554649339,117.51,21.8621120088
2017-03-06,32.2230160482,58.0313428157,96.5812356306,145.119735094,71.8940617426,208.0354197227,55.4382953129,77.0333233403,42.3305,117.5897674576,70.9036968739,78.4714992686,94.648175052,26.069147475,136.3603826251,92.2129545441,116.72,21.9372969565
2017-03-07,32.2646418763,58.1487237798,96.6749204441,144.7756456214,71.4951717133,207.1191095926,55.2308116531,76.1075893141,42.301,117.4139382668,70.8409294096,78.6929847882,94.7833009365,26.0711429701,136.2413079204,91.933474298,115.78,21.9623586057
