date,drawdown
2021-11-19,-0.0038452262629004924
2021-11-22,-0.004787922183741426
2021-11-23,0.0
2021-11-24,0.0
2021-11-26,-0.018571949933730493
2021-11-29,-0.01168539063061723
2021-11-30,-0.026163017519312704
2021-12-01,-0.029170244077124437
2021-12-02,-0.020149784462913666
2021-12-03,-0.022434672829024026
2021-12-06,-0.00930547063717775
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-13,-0.00407945034753989
2021-12-14,-0.007152852604793004
2021-12-15,0.0
2021-12-16,-0.002288875657767245
2021-12-17,-0.01630564245623616
2021-12-20,-0.027565101185144412
2021-12-21,-0.017127328927614007
2021-12-22,-0.01036970378026901
2021-12-23,-0.006123732521770073
2021-12-27,0.0
2021-12-28,0.0
2021-12-29,-0.0004942943155370849
2021-12-30,-0.0014594159163109086
2021-12-31,-0.002784589177624497
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,-0.008429462443741138
2022-01-06,-0.012319793211425093
2022-01-07,-0.011228733531454123
2022-01-10,-0.015454509801001447
2022-01-11,-0.007458627452077151
2022-01-12,-0.007423387822730013
2022-01-13,-0.01406178537090705
2022-01-14,-0.01832166879211264
2022-01-18,-0.03490074858500986
2022-01-19,-0.03835213233327084
2022-01-20,-0.044084985057814545
2022-01-21,-0.056414206027833834
2022-01-24,-0.053801957047239404
2022-01-25,-0.06042738295114389
2022-01-26,-0.06386692113317834
2022-01-27,-0.06132620213609505
2022-01-28,-0.053740357419550036
2022-01-31,-0.040048082523389116
2022-02-01,-0.0325066511841024
2022-02-02,-0.026782627762415922
2022-02-03,-0.06039643032274354
2022-02-04,-0.05256450879934452
2022-02-07,-0.054420766958400424
2022-02-08,-0.05132734787080827
2022-02-09,-0.04300730510123664
2022-02-10,-0.05677188007876541
2022-02-11,-0.06506161606046212
2022-02-14,-0.06872262558261323
2022-02-15,-0.06337292818540685
2022-02-16,-0.0633948290057858
2022-02-17,-0.07601069889509521
2022-02-18,-0.08150599296548418
2022-02-22,-0.0923455028167013
2022-02-23,-0.1036789994374367
2022-02-24,-0.09744883495606363
2022-02-25,-0.07861132126106207
2022-02-28,-0.07815859432827237
2022-03-01,-0.08519888621869205
2022-03-02,-0.07315115136188088
2022-03-03,-0.07318363001050422
2022-03-04,-0.07109093794601223
2022-03-07,-0.0803902624733873
2022-03-08,-0.08123836451745614
2022-03-09,-0.07467711671516178
2022-03-10,-0.07373281861911121
2022-03-11,-0.08233090936534795
2022-03-14,-0.08834048141962463
2022-03-15,-0.0778250325402359
2022-03-16,-0.06516187257478447
2022-03-17,-0.05491658619051013
2022-03-18,-0.04835716105559166
2022-03-21,-0.049115347043875345
2022-03-22,-0.043604541931971656
2022-03-23,-0.04805788756916408
2022-03-24,-0.04114085764460516
2022-03-25,-0.03680328845940247
2022-03-28,-0.036072399722222856
2022-03-29,-0.03181469132774645
2022-03-30,-0.03249053233712023
2022-03-31,-0.045702811089591025
2022-04-01,-0.042389300241495
2022-04-04,-0.0367319303061035
2022-04-05,-0.04370143435575778
2022-04-06,-0.04907702809486909
2022-04-07,-0.04624096795619642
2022-04-08,-0.04320522373160492
2022-04-11,-0.05720846303835762
2022-04-12,-0.05632826534389497
2022-04-13,-0.04967593165146773
2022-04-14,-0.0560714062212245
2022-04-18,-0.05500287016433345
2022-04-19,-0.044122829111340786
2022-04-20,-0.04349289420214228
2022-04-21,-0.06127003053907935
2022-04-22,-0.08404695816838857
2022-04-25,-0.08060583710551886
2022-04-26,-0.09690927322691252
2022-04-27,-0.09705470498596049
2022-04-28,-0.07274983174524546
2022-04-29,-0.10004647235264474
2022-05-02,-0.09511637961303859
2022-05-03,-0.09122127988738248
2022-05-04,-0.06811570571499811
2022-05-05,-0.09711844012187426
2022-05-06,-0.09816859840405605
2022-05-09,-0.11993635800783502
2022-05-10,-0.12098437375389037
2022-05-11,-0.12940059381532368
2022-05-12,-0.1310263197837781
2022-05-13,-0.11789635094287432
2022-05-16,-0.11485111102923967
2022-05-17,-0.10210767674492696
2022-05-18,-0.12857238986727135
2022-05-19,-0.13171383651897556
2022-05-20,-0.13118840298465326
2022-05-23,-0.1166851294961039
2022-05-24,-0.11720273184841877
2022-05-25,-0.11157048935315451
2022-05-26,-0.0995501601755246
2022-05-27,-0.08475668206092438
2022-05-31,-0.09134727031383676
2022-06-01,-0.09363777700705149
2022-06-02,-0.08176812166306875
2022-06-03,-0.09014856478170628
2022-06-06,-0.08820434036756129
2022-06-07,-0.08003490459374647
2022-06-08,-0.08567209670574238
2022-06-09,-0.10344859319744489
2022-06-10,-0.1260721141898333
2022-06-13,-0.15412039524567572
2022-06-14,-0.16046874929236252
2022-06-15,-0.15038161950929574
2022-06-16,-0.1709259356115219
2022-06-17,-0.1755929665098669
2022-06-21,-0.16126234859422517
2022-06-22,-0.16391419531065193
2022-06-23,-0.16011504536726817
2022-06-24,-0.14176435966183876
2022-06-27,-0.14248568391952215
2022-06-28,-0.15409436577299368
2022-06-29,-0.15282702018161082
2022-06-30,-0.16007049257465314
2022-07-01,-0.15014065292226428
2022-07-05,-0.15193930026544947
2022-07-06,-0.15221270646102597
2022-07-07,-0.14203394405936787
2022-07-08,-0.14437494237905973
2022-07-11,-0.15102327519041558
2022-07-12,-0.1570049376058694
2022-07-13,-0.15843548682754802
2022-07-14,-0.16526036585559722
2022-07-15,-0.15130855591688025
2022-07-18,-0.1541282557288478
2022-07-19,-0.1353423782622608
2022-07-20,-0.1309136969117523
2022-07-21,-0.1256922973241496
2022-07-22,-0.13041723475016984
2022-07-25,-0.1274466295790862
2022-07-26,-0.1372512557717903
2022-07-27,-0.12123672796067765
2022-07-28,-0.11266478253614631
2022-07-29,-0.09843740959726631
2022-08-01,-0.09962679689830077
2022-08-02,-0.10916319449653149
2022-08-03,-0.09810855402744229
2022-08-04,-0.10026061295532386
2022-08-05,-0.09922215339884437
2022-08-08,-0.09791902762131206
2022-08-09,-0.09669633749876784
2022-08-10,-0.08283263451163031
2022-08-11,-0.08254099371086436
2022-08-12,-0.07228603979685788
2022-08-15,-0.07208168086262931
2022-08-16,-0.06861582739876997
2022-08-17,-0.07262892174847796
2022-08-18,-0.07029333886012555
2022-08-19,-0.07975425752908086
2022-08-22,-0.09289596348203655
2022-08-23,-0.09303618305704044
2022-08-24,-0.09189641486915945
2022-08-25,-0.08085688951912977
2022-08-26,-0.10347132633423313
2022-08-29,-0.10662012073163651
2022-08-30,-0.11671600191803341
2022-08-31,-0.12183822444196049
2022-09-01,-0.1193020766605277
2022-09-02,-0.12544033744487587
2022-09-06,-0.12974687867651952
2022-09-07,-0.11999202012222686
2022-09-08,-0.11625250366346572
2022-09-09,-0.10468355354395441
2022-09-12,-0.0973868670662042
2022-09-13,-0.13032177365821257
2022-09-14,-0.12855743676464554
2022-09-15,-0.1369321758660492
2022-09-16,-0.14276445731531384
2022-09-19,-0.13690165420463574
2022-09-20,-0.14488435737648206
2022-09-21,-0.15662744199919568
2022-09-22,-0.15973474839841356
2022-09-23,-0.17434670751439463
2022-09-26,-0.1833706661009671
2022-09-27,-0.18647477132863027
