date,portfolio_return
2017-01-31,0.01295123798788492
2017-02-28,0.041447729779457265
2017-03-31,-0.0011280717383000283
2017-04-30,0.02337458732305615
2017-05-31,0.011317289201402334
2017-06-30,0.007904442931630309
2017-07-31,0.026459518558671458
2017-08-31,0.017912227479940392
2017-09-30,0.013569271610057778
2017-10-31,0.044245989782501306
2017-11-30,0.03158981878319119
2017-12-31,0.014693737256388704
2018-01-31,0.039668011328629446
2018-02-28,-0.03495120891038772
2018-03-31,-0.020772864843958825
2018-04-30,0.015457122319356224
2018-05-31,0.026160606780116738
2018-06-30,0.001979413257147863
2018-07-31,0.02955215737051403
2018-08-31,0.02644017714900775
2018-09-30,0.006328236797083112
2018-10-31,-0.048661600684061626
2018-11-30,0.014098244376881366
2018-12-31,-0.07056474104432618
2019-01-31,0.07363520460264072
2019-02-28,0.017247279602690284
2019-03-31,0.028741113202785988
2019-04-30,0.042164350769340816
2019-05-31,-0.04907058526585607
2019-06-30,0.07077748901176839
2019-07-31,0.013175608767964505
2019-08-31,-0.009833709447527508
2019-09-30,0.013567242911139286
2019-10-31,0.034350927037332925
2019-11-30,0.025972661657655608
2019-12-31,0.02811447930633349
2020-01-31,0.0046898751134702744
2020-02-29,-0.06710468023130878
2020-03-31,-0.08662843856079687
2020-04-30,0.12401091556237637
2020-05-31,0.03491735946887345
2020-06-30,0.016530125204413226
2020-07-31,0.05315322109425768
2020-08-31,0.05349169886063663
2020-09-30,-0.04044811753098786
2020-10-31,-0.017473863428421818
2020-11-30,0.09218263777640592
2020-12-31,0.0399331176745811
2021-01-31,-0.002102526703498615
2021-02-28,0.03005747313536295
2021-03-31,0.049156339553980154
2021-04-30,0.036371074641145584
2021-05-31,0.014142881934723059
2021-06-30,0.009882462110199042
2021-07-31,0.015072276919522612
2021-08-31,0.023058879171951072
2021-09-30,-0.03577326109467761
2021-10-31,0.06377286719441415
2021-11-30,-0.005809237727804293
2021-12-31,0.040920573914561505
2022-01-31,-0.025632252190761904
2022-02-28,-0.03364975785420475
2022-03-31,0.03768733782524318
2022-04-30,-0.05218809006071688
2022-05-31,0.013777360486507014
2022-06-30,-0.07112447208984868
2022-07-31,0.07729758739695537
2022-08-31,-0.024553273778555665
2022-09-30,-0.07819530804166051
2022-10-31,0.0770474168554496
2022-11-30,0.0635963471312103
2022-12-31,-0.0305213859368269
2023-01-31,0.03516636444991566
2023-02-28,-0.02594310534071298
2023-03-31,0.037724039371816204
2023-04-30,0.03686217777796918
2023-05-31,-0.01501823297732136
2023-06-30,0.052101109186976365
2023-07-31,0.03038604766067844
2023-08-31,-0.021235903183499102
2023-09-30,-0.028229119714914687
2023-10-31,-0.019409702533191138
2023-11-30,0.06463025464769975
2023-12-31,0.04217862249792735
2024-01-31,0.011462834766642473
2024-02-29,0.03859878583160201
2024-03-31,0.03836695775323905
2024-04-30,-0.029743547843496768
2024-05-31,0.04447043669507677
2024-06-30,0.017006185995780417
2024-07-31,0.031059840441533718
2024-08-31,0.020864254716407515
2024-09-30,0.021127300701324105
2024-10-31,-0.009860777106606065
2024-11-30,0.06157497737120789
2024-12-31,-0.0460444948267924
