date,AAPL,MSFT,JNJ,UNH,JPM,GS,XOM,CVX,AMZN,HD,PG,CAT,HON,NEE,META,TLT,GLD,UUP
2017-01-31,0.04476969436216116,0.03307766059354411,-0.022358425415041516,0.004026014246102827,-0.024447923156305174,-0.05070993914781019,-0.0770161733963074,-0.05515485787006791,0.09262674645401825,0.024346660710405255,0.04858132434385154,0.02616473227483551,0.01841969357935458,0.042115902962825524,0.11518055793218185,0.003844867936585894,0.04598533538517202,-0.036329588013577774
2017-02-28,0.133742657599768,-0.004386134174412137,0.08615108561333495,0.020234423195510942,0.07077868368173368,0.08455433455436223,-0.02171263266281942,0.02002521808844926,0.026181570894253436,0.05327809274580364,0.039611872145373095,0.010453690151785322,0.05782731675873709,0.06678629236687561,0.04005524861872378,0.015860979037547684,0.031847684984854574,0.01476875243034903
2017-03-31,0.04868968537750051,0.029384182556442262,0.0191473692827,-0.004592554755160738,-0.030677554622708603,-0.07393372571167112,0.008484997541645,-0.045600000000044716,0.049110101296980346,0.01942541573983947,-0.013396288568340742,-0.04034761017945809,0.002971887550774932,-0.020076335877676876,0.04803010181532419,-0.006519595447682547,-0.004277446951270858,-0.006127920336592929
2017-04-30,-6.960879837047962e-05,0.039477679926505305,-0.008671216378709379,0.06627644655819975,-0.0038908843759846157,-0.025770503221555385,-0.004389708572117401,-0.006240104312864703,0.043370857490919734,0.06313423687258224,-0.020566175770310946,0.11138229037375047,0.05021222070920728,0.0404300070116117,0.05772615276301818,0.01570690660412155,0.01726752021563316,-0.014643545280625725
2017-05-31,0.0677697893285969,0.02588980541025121,0.04555553910693266,0.001715462030662085,-0.05574712643661983,-0.05279082064625962,-0.00481634772677908,-0.020174175512471915,0.07527648947556242,-0.010904163863765692,0.008702622237904079,0.030999413259437336,0.019297004173198795,0.0663946344522306,0.008053244592338693,0.018894947785775162,-0.0012420303055395987,-0.019163081736212173
2017-06-30,-0.05721393034747346,-0.013029782358997433,0.03150097465868762,0.0628550962444192,0.1125989044434943,0.05036447978792258,0.002857142858356587,0.008214147661777638,-0.026763990267639648,-0.0007165656962263567,-0.010670904756322375,0.019254481646881816,0.002255808707155138,-0.009261877827125176,-0.00316915357151204,0.007918333951957957,-0.02155529762891717,-0.013157894737093612
2017-07-31,0.03270379113971167,0.0546931669801487,0.003250434651374201,0.0344623018013992,0.009790795472145897,0.01545741324958505,-0.008547008548794865,0.04658295792121003,0.020433884297520466,-0.024771838331267726,0.050245314283508424,0.06811949080471291,0.021231900367996603,0.04253193463064009,0.12100940521864612,-0.006579535002691483,0.023131672597865416,-0.02747474747762446
2017-08-31,0.10714184975374152,0.033951250908490715,0.003725147525043493,0.03696366195707079,-0.009912854030223017,-0.0036706665468195787,-0.037053241138853,-0.0044153797280386264,-0.007268825042013205,0.007755201805640155,0.0159656463330049,0.031066257130310193,0.020687004476232174,0.037019728999043044,0.016070901034191953,0.03406865325480357,0.04198757763975136,-0.0016618196924493844
2017-09-30,-0.060243902437801755,-0.003744817440820336,-0.017828813174535885,-0.011607744294067635,0.050830674441906254,0.060114418521533874,0.07402069959379376,0.09180449730470364,-0.019630838262288064,0.09134583305536714,-0.013980708789910645,0.0614520384717725,0.025095827004500082,-0.026310544150448867,-0.00639646449966913,-0.023216528633247857,-0.03369893498648857,0.006242197256741466
2017-10-31,0.09680768232347203,0.11665995435639909,0.07230213060529,0.07337247893777943,0.05947338301533289,0.022302795227444605,0.016711393022840637,-0.013702127659555141,0.14971654444271087,0.013573000733682283,-0.043855004756761184,0.09539222347877074,0.017073514886548402,0.05813715455520896,0.0537835781588607,-0.00037869874804508097,-0.007484783681526719,0.016542597186570918
2017-11-30,0.020290042711958778,0.017023601084431794,0.005505211498599838,0.08895442869382197,0.038862936090202416,0.024453622642258477,0.008557280587529137,0.036428210867564426,0.0646623480023163,0.09013695483349804,0.04227472781990782,0.03939617083977587,0.08734083853573904,0.025605260084143655,-0.015994668443573556,0.007422892950206261,0.003563437474102926,-0.01586655817504179
2017-12-31,-0.015245853941845078,0.016276583104857245,0.0027991100272040104,-0.03379059473172741,0.02315346345242042,0.028751413341679077,0.004202185134953629,0.05210521892531461,-0.006186530698958803,0.05399844288774025,0.021002333592729405,0.11640099185239983,-0.01667094126719615,-0.011705897240403274,-0.00406366407050629,0.01807997985127585,0.021056977704376534,-0.0056759473093171975
2018-01-31,-0.01063641198438281,0.11070844049563511,-0.010950472374046893,0.0740270343826186,0.08718954451052419,0.0515387030933927,0.04375896700186699,0.001278057353521378,0.2406389219047944,0.05999050282253382,-0.05311018942985957,0.03772735114311465,0.04114501825732808,0.014277482552208731,0.059106879745746355,-0.03255557307255774,0.03234937323089393,-0.032459425718001755
2018-02-28,0.06813262364215089,-0.008486579072946032,-0.05415680568053949,-0.044851761128457346,-0.0014696982801728486,-0.01571540557690454,-0.12360144833491471,-0.0982534604703299,0.04242912970659396,-0.09273270283751889,-0.09057215659060924,-0.05006757586882926,-0.04901165376846839,-0.03268491190349154,-0.045855851035040196,-0.030388344043433047,-0.020759890325107944,0.018924731181039434
2018-03-31,-0.05805075230125145,-0.026660978991764006,-0.01331998768106879,-0.05060934576517895,-0.04787878787900035,-0.042102460730982005,-0.014919461315074378,0.01894210150188047,-0.0430493570035374,-0.016469858045114694,0.009679062658193294,-0.04688611524293873,-0.04367679174174477,0.07348011830392998,-0.10391431135080142,0.028582310693894497,0.006319999999999659,-0.003376952300699898
2018-04-30,-0.015019668615119053,0.024652131039643477,-0.01295357003558395,0.10467289719614481,-0.00586993384438772,-0.053720320813505196,0.042085511325719915,0.09707120308639894,0.0820747025577957,0.03680430879773078,-0.07880644815907667,-0.015505819206209415,0.0011763891773084456,0.00355109287799249,0.07641279178974236,-0.02088192225275398,-0.009539709038874578,0.022024565865445656
