date,actual_loss,hs_var_95,param_var_95,mc_var_95,breach_hs_95,breach_param_95,breach_mc_95,cum_breach_rate_hs
2022-12-09,0.0089702304399551,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08438818565400844
2022-12-12,-0.0126357017475972,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08403361344537816
2022-12-13,-0.0101468341101819,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08368200836820083
2022-12-14,0.0030608160743027,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08333333333333333
2022-12-15,0.0197779180721768,0.01507316961261525,0.019072880218185206,0.019184750794552747,1,1,1,0.08713692946058091
2022-12-16,0.0050702378456246,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08677685950413223
2022-12-19,0.0082393607369858,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08641975308641975
2022-12-20,-0.0037136738013383,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.0860655737704918
2022-12-21,-0.0131860301052142,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08571428571428572
2022-12-22,0.0131501089483215,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08536585365853659
2022-12-23,-0.0067810036298163,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08502024291497975
2022-12-27,0.0011935074613785,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.0846774193548387
2022-12-28,0.0098615679960355,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08433734939759036
2022-12-29,-0.0119498199294702,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.084
2022-12-30,0.0014914894937656,0.01507316961261525,0.019072880218185206,0.019184750794552747,0,0,0,0.08366533864541832
