name,total_return,max_dd,annual_vol,sharpe,daily_cvar95
Equal-Weight,-0.1118205791573258,-0.19312318299806744,0.18876379666568707,-0.5364432215943784,0.028060418410527813
CVaR-Optimal,-0.15402227637645893,-0.17086453179289882,0.13133151198216336,-1.21290066264159,0.01727746262583801
